qid,state_name,lat,lon,name_en,name_hi,name_ta,name_te,name_kn,name_ml,name_bn,name_or,name_mr,name_gu,image_url,deity,religion,architecture_style,commissioned_by,founded_by,inception,heritage_status,inscription,commons_category,wiki_image_url,best_image_url,image_license,image_author,wikipedia_en,asi_id
Q56242156,Kerala,8.441594,76.955129,"Temple of Parasurama, Brahma, Siva and Matsya","परशुराम, ब्रह्मा, शिव और मत्स्य का मंदिर",,,,"പരശുരാമൻ, ബ്രഹ്മാവ്, ശിവൻ, മത്സ്യം എന്നിവരുടെ ക്ഷേത്രം",,,,,http://commons.wikimedia.org/wiki/Special:FilePath/A%20shrine%20inside%20Parashurama%20Hindu%20Temple%20near%20Kovallam%2C%20Thiruvananthapuram%20Kerala.jpg?width=640,,,,,,,Monument of National Importance,,,,http://commons.wikimedia.org/wiki/Special:FilePath/A%20shrine%20inside%20Parashurama%20Hindu%20Temple%20near%20Kovallam%2C%20Thiruvananthapuram%20Kerala.jpg?width=640,CC BY-SA 4.0,Ms Sarah Welch,,N-KL-10
Q56247239,West Bengal,22.408440,87.416092,Dharmaraj temple,,,,,,ধর্মরাজ মন্দির,ଧର୍ମରାଜ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/DharmarajTemple-Pathra-WestBengal-Fig2.jpg?width=640,,,Pancharatna,,,,Monument of National Importance,,"Dharmaraj temple, Pathra",,http://commons.wikimedia.org/wiki/Special:FilePath/DharmarajTemple-Pathra-WestBengal-Fig2.jpg?width=640,CC BY-SA 4.0,Arkadipta Chandra,,N-WB-102
Q56247246,West Bengal,22.412344,87.419609,Temples of Bandyopadhyay Family,,,,,,বন্দ্যোপাধ্যায় পরিবারের মন্দির,ବନ୍ଦ୍ୟୋପାଧ୍ୟାୟ ପରିବାରର ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Temples%20of%20Bandhopadhyay%20Family-%20Pathra-%20West%20Bengal-%20BT-01.jpg?width=640,,,,,,,Monument of National Importance,,"Temples of Bandyopadhyay family, Pathra",,http://commons.wikimedia.org/wiki/Special:FilePath/Temples%20of%20Bandhopadhyay%20Family-%20Pathra-%20West%20Bengal-%20BT-01.jpg?width=640,,,,N-WB-103
Q56247248,West Bengal,22.408321,87.420250,Sitala temple,,,,,,শীতলা মন্দির,ଶୀତଳା ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sitala%20Maata%20Temple-%20Pathra-%20West%20Bengal-%20ST-01.jpg?width=640,,,Deul,,,,Monument of National Importance,,"Sitala Mata Mandir, Pathra",,http://commons.wikimedia.org/wiki/Special:FilePath/Sitala%20Maata%20Temple-%20Pathra-%20West%20Bengal-%20ST-01.jpg?width=640,,,,N-WB-104
Q56247249,West Bengal,22.409246,87.418015,Navratna Temple Complex,,,,,,নবরত্ন মন্দিরসমষ্টি,ନବରତ୍ନ ମନ୍ଦିରସମୂହ,,,http://commons.wikimedia.org/wiki/Special:FilePath/Navratna%20Temple%20Complex-%20Pathra-%20West%20Bengal-%20NT-06.jpg?width=640,,,,,,,Monument of National Importance,,"Navratna Temple Complex, Pathra",,http://commons.wikimedia.org/wiki/Special:FilePath/Navratna%20Temple%20Complex-%20Pathra-%20West%20Bengal-%20NT-06.jpg?width=640,,,,N-WB-105
Q56247272,West Bengal,23.058468,88.516945,Palpara temple,,,,,,পালপাড়া মন্দির,ପାଲପଡ଼ା ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Palpara%20Temple%20-%20South%20Facade%20-%20Nadia%202013-10-20%203676-3687%20Archive.tif?width=640,,,Char-chala,,,,Monument of National Importance,,Palpara Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Palpara%20Temple%20-%20South%20Facade%20-%20Nadia%202013-10-20%203676-3687%20Archive.tif?width=640,,,,N-WB-132
Q56248822,West Bengal,23.159758,88.247146,Twin temples,बैद्यपुर जोड़ा देउल,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ancient%20twin%20temples%20WLM2016-5722.jpg?width=640,,,,,,,Monument of National Importance,,"Twin temples, Baidyapur",https://upload.wikimedia.org/wikipedia/commons/f/f4/Ancient_twin_temples_WLM2016-5722.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f4/Ancient_twin_temples_WLM2016-5722.jpg,CC BY-SA 4.0,Sujay25,https://en.wikipedia.org/wiki/Baidyapur_Jora_Deul,N-WB-46
Q56375830,West Bengal,24.251980,88.243186,Bhavaniswar Mandir,,,,,,ভবানীশ্বর মন্দির,ଭବାନୀଶ୍ବର ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Rani%20Bhawani%20Temple%20at%20Baronagar.jpg?width=640,,,,,,,Monument of National Importance,,Bhavaniswar Mandir,https://upload.wikimedia.org/wikipedia/commons/6/63/Rani_Bhawani_Temple_at_Baronagar.jpg,https://upload.wikimedia.org/wikipedia/commons/6/63/Rani_Bhawani_Temple_at_Baronagar.jpg,,,https://en.wikipedia.org/wiki/Bhavaniswar_Mandir,N-WB-110
Q56378952,West Bengal,24.251348,88.243683,Char Bangla Temples,,நான்கு வங்காளக் கோயில்கள்,,,,চার বাংলা মন্দিরসমষ্টি,ଚାର ବାଙ୍ଗଳା ମନ୍ଦିରସମୂହ,,,http://commons.wikimedia.org/wiki/Special:FilePath/Terracotta%20panels%20of%20Char%20Bangla%20group%20of%20temples%20of%20Azimganj%20in%20Murshidabad%20district%20of%20West%20Bengal.%2056.jpg?width=640,,,Do-chala,,,,Monument of National Importance,,Char Bangla Temples,https://upload.wikimedia.org/wikipedia/commons/c/cb/ASI_signage_at_Char_Bangla_Temple_Complex_at_Baronagar.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/ASI_signage_at_Char_Bangla_Temple_Complex_at_Baronagar.jpg,CC BY 4.0,Amitabha Gupta,https://en.wikipedia.org/wiki/Char_Bangla_Temples,N-WB-111
Q56391257,Uttarakhand,29.632611,79.614778,"Surya Temple, Katarmal",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20in%20India.jpg?width=640,,,,,,,Monument of National Importance,,"Sun Temple, Katarmal",,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20in%20India.jpg?width=640,,,,N-UT-9
Q56391789,Uttarakhand,29.629230,79.841560,Dandeshwar Group of Temples,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Dandeshwar%20temple%20complex%20%286133882244%29.jpg?width=640,,,,,,,Monument of National Importance,,Dandeshwar Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Dandeshwar%20temple%20complex%20%286133882244%29.jpg?width=640,CC BY 2.0,"Varun Shiv Kapur from New Delhi, India",,N-UT-10
Q56392975,Uttarakhand,,,Chandi-ka-Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chadika%20Temple.jpg?width=640,,,,,,,Monument of National Importance,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chadika%20Temple.jpg?width=640,CC BY-SA 4.0,Aniket Singh,,N-UT-11
Q56394170,Uttarakhand,,,Kuber Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kuber%20temple%2C%20Jageshwar%20%286133847808%29.jpg?width=640,,,,,,,Monument of National Importance,,"Kuber Temple, Jageshwar",,http://commons.wikimedia.org/wiki/Special:FilePath/Kuber%20temple%2C%20Jageshwar%20%286133847808%29.jpg?width=640,CC BY 2.0,"Varun Shiv Kapur from New Delhi, India",,N-UT-13
Q56394802,Uttarakhand,30.633306,79.549556,Yoga Dhyan Badri and Vasudeva temples,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Two%20Temples%20of%20Pandukeswar.tif?width=640,,,,,,,Monument of National Importance,,Two temples at Pandukeshwar,,http://commons.wikimedia.org/wiki/Special:FilePath/Two%20Temples%20of%20Pandukeswar.tif?width=640,,,,N-UT-26
Q56408236,West Bengal,23.515736,87.378808,Rarheswar Shiva temple,,,రుద్రేశ్వర్ టెంపుల్,,,রাঢ়েশ্বর শিবমন্দির,ରୁଦ୍ରେଶ୍ବର ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Rarheswar%20Shiva%20temple%20of%20Bamunara%20in%20Durgapur%2002.jpg?width=640,,,,,,,Monument of National Importance,,Rarheswar Shiva temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Rarheswar%20Shiva%20temple%20of%20Bamunara%20in%20Durgapur%2002.jpg?width=640,,,,N-WB-47
Q56417102,West Bengal,23.735640,86.813072,Begunia temple complex,,,బెగునియా టెంపుల్ కాంప్లెక్స్,,,বেগুনিয়া মন্দির সমষ্টি,ବେଗୁନିଆ ମନ୍ଦିର ସମୂହ,,,http://commons.wikimedia.org/wiki/Special:FilePath/Barakar%20Temple%20Complex.jpg?width=640,,,Deul,,,,Monument of National Importance,,Begunia temple complex,,http://commons.wikimedia.org/wiki/Special:FilePath/Barakar%20Temple%20Complex.jpg?width=640,CC BY-SA 4.0,DeepanjanGhosh,,N-WB-48
Q56425400,West Bengal,23.718399,86.941116,Bishnu temple,,,స్టోన్ టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Stone%20built%20Bishnu%20temple%20at%20Garui%20in%20Paschim%20Bardhaman%20district%2C%20West%20Bengal%2005.jpg?width=640,,,,,,,Monument of National Importance,,"Bishnu temple, Garui",,http://commons.wikimedia.org/wiki/Special:FilePath/Stone%20built%20Bishnu%20temple%20at%20Garui%20in%20Paschim%20Bardhaman%20district%2C%20West%20Bengal%2005.jpg?width=640,,,,N-WB-50
Q56425457,West Bengal,23.151308,88.043894,Sat Deul,,,సాట్ డ్యుల్,,,সাত দেউল,ସାତ ଦେଉଲ,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sat%20Deul%206.jpg?width=640,,,Deul,,,,Monument of National Importance,,"Sat Deul, Deulia",https://upload.wikimedia.org/wikipedia/commons/d/de/Sat_Deul_6.jpg,https://upload.wikimedia.org/wikipedia/commons/d/de/Sat_Deul_6.jpg,,,https://en.wikipedia.org/wiki/Sat_Deul,N-WB-53
Q56454500,Puducherry,11.918989,79.657054,Panchanadisvara Temple,,,పంచనదీశ్వర టెంపుల్,ಪಂಚನಾದೀಶ್ವರ ದೇವಸ್ಥಾನ,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Panchanathisvarar%20temple%2C%20T.V.Koil%2C%20Puducherry%2C%20India%20%281%29.JPG?width=640,,,,,,,Monument of National Importance,,"Panchanadisvara Temple, Thiruvandarkoil, Puducherry",,http://commons.wikimedia.org/wiki/Special:FilePath/Panchanathisvarar%20temple%2C%20T.V.Koil%2C%20Puducherry%2C%20India%20%281%29.JPG?width=640,,,,N-PY-7
Q56458913,Goa,15.206584,74.175988,Kurdi Mahadev Temple,,,కుర్ది మహాదేవ్ టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Salaulim%2C%20Mahadev%20Temple.jpg?width=640,,,,,,,Monument of National Importance,,"Mahadev Temple, Kurdi",,http://commons.wikimedia.org/wiki/Special:FilePath/Salaulim%2C%20Mahadev%20Temple.jpg?width=640,,,,N-GA-20
Q5648088,West Bengal,22.964321,88.399811,Hangseshwari Temple,हंगसेश्वरी मंदिर,,హంసేశ్వరి దేవాలయం,,ഹാങ്ങ്സീശ്വരി ക്ഷേത്രം,"হংসেশ্বরী কালীমন্দির, বাঁশবেড়িয়া",ହଂସେଶ୍ଵରୀ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Haneswari%20and%20Vasudev%20temples3.jpg?width=640,,,,,,1814-01-01T00:00:00Z,Monument of National Importance,,Hangseshwari Temple,https://upload.wikimedia.org/wikipedia/commons/0/07/Hanseswari_Mandir.jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/Hanseswari_Mandir.jpg,CC BY-SA 4.0,Dani Jodipa,https://en.wikipedia.org/wiki/Hangseshwari_Temple,N-WB-63
Q5657414,Karnataka,14.511667,75.801944,Harihareshwara Temple,,ஹரிஹரன் கோயில்,హరిహరేశ్వర ఆలయం,ಹರಿಹರೇಶ್ವರ ದೇವಸ್ಥಾನ,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Harihareshwara%20temple%20at%20Harihar.JPG?width=640,,,,,,,Monument of National Importance,,Harihareshwara Temple,https://upload.wikimedia.org/wikipedia/commons/0/04/Harihareshwara_temple_at_Harihar.JPG,https://upload.wikimedia.org/wikipedia/commons/0/04/Harihareshwara_temple_at_Harihar.JPG,CC BY-SA 4.0,Dineshkannambadi,https://en.wikipedia.org/wiki/Harihareshwara_Temple,N-KA-B101
Q5673931,Rajasthan,27.499564,75.172183,Harshnath Temple,हर्षनाथ मंदिर,ஹர்ஷநாத் கோயில்,,,,,,,હર્ષનાથ મંદિર,http://commons.wikimedia.org/wiki/Special:FilePath/Harshnathtemple.jpg?width=640,Shiva,,,,,,Monument of National Importance,,Harshnath Temple,https://upload.wikimedia.org/wikipedia/commons/0/0d/Harshnathtemple.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0d/Harshnathtemple.jpg,CC BY-SA 4.0,Mahaveershekhawat77,https://en.wikipedia.org/wiki/Harshnath_Temple,N-RJ-101
Q56761683,West Bengal,22.727689,87.510003,Jorbangla temple,,,జోర్బంగ్ల టెంపుల్,,,জোড় বাংলা মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jorbangla%20temple%20at%20Chandrakona%20located%20at%20Ghatal%20subdivision%20of%20Paschim%20Medinipur%20district%20of%20West%20Bengal.jpg?width=640,,,Jor-bangla,,,,State Protected Monument,,"Jorbangla temple, Chandrakona",https://upload.wikimedia.org/wikipedia/commons/7/7a/Jorbangla_temple_at_Chandrakona_located_at_Ghatal_subdivision_of_Paschim_Medinipur_district_of_West_Bengal.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7a/Jorbangla_temple_at_Chandrakona_located_at_Ghatal_subdivision_of_Paschim_Medinipur_district_of_West_Bengal.jpg,CC BY 4.0,Amitabha Gupta,https://en.wikipedia.org/wiki/Chandrakona_Jorbangla_Temple,S-WB-77
Q56761748,West Bengal,22.865000,87.799722,Raghunandan temple,,,,,,রঘুনন্দন মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Raghunandan%20temple%20of%20Parul%2C%20Arambagh%20PS%2C%20Dist-%20Hooghly%20%2856%29.jpg?width=640,,,At-chala,,,,State Protected Monument,,"Raghunanadan Temple, Parul",,http://commons.wikimedia.org/wiki/Special:FilePath/Raghunandan%20temple%20of%20Parul%2C%20Arambagh%20PS%2C%20Dist-%20Hooghly%20%2856%29.jpg?width=640,,,,S-WB-57
Q56798589,West Bengal,23.215822,87.126535,Surya temple,,,సూర్య టెంపుల్,,,সূর্য মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/SUN%20TEMPLE%20%28Around%2011th%20Century%20AD%29.jpg?width=640,,,Deul,,,,State Protected Monument,,"Surya temple, Sonatapal",,http://commons.wikimedia.org/wiki/Special:FilePath/SUN%20TEMPLE%20%28Around%2011th%20Century%20AD%29.jpg?width=640,,,,S-WB-2
Q56799554,West Bengal,23.775556,87.398333,Dewanji temple,,,,,,দেওয়ানজী মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20of%20Dewanji%20Hetampur.JPG?width=640,,,,,,,State Protected Monument,,"Dewanji Temple, Hetampur",,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20of%20Dewanji%20Hetampur.JPG?width=640,,,,S-WB-22
Q56945305,Himachal Pradesh,32.442332,76.537508,Ganesh Temple,,,"గణేష్ టెంపుల్,భర్మౌర్",,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lord-ganesh-temple-bharmour-84-temples.jpg?width=640,,,,,,,Monument of National Importance,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lord-ganesh-temple-bharmour-84-temples.jpg?width=640,CC BY-SA 4.0,Bharmourview,,N-HP-1
Q56946788,Himachal Pradesh,32.442619,76.537679,"Mani Mahesh Temple, Brahmaur",,,మణి మహేష్ టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Manimahesh%20Temple%20%286133539566%29.jpg?width=640,,,,,,,Monument of National Importance,,"Manimahesh Temple, Bharmour",,http://commons.wikimedia.org/wiki/Special:FilePath/Manimahesh%20Temple%20%286133539566%29.jpg?width=640,CC BY 2.0,"Varun Shiv Kapur from New Delhi, India",,N-HP-3
Q56947115,Himachal Pradesh,32.443165,76.537781,"Nar Singh Temple, Bharmaur",,,నర్ సింగ్ టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Narasimha%20Temple%20at%20Bharmour%20-%20Wider%20View.jpg?width=640,,,,,,,Monument of National Importance,,"Narasimha Temple, Bharmour",,http://commons.wikimedia.org/wiki/Special:FilePath/Narasimha%20Temple%20at%20Bharmour%20-%20Wider%20View.jpg?width=640,,,,N-HP-4
Q56947408,Himachal Pradesh,32.561350,76.130811,Shri Bajreshwari Temple,,,శ్రీ బజ్రేశ్వరి టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Brajeshwari%20Devi%20temple%20%286133397196%29.jpg?width=640,,,,,,,Monument of National Importance,,"Brajeshwari Temple, Chamba",,http://commons.wikimedia.org/wiki/Special:FilePath/Brajeshwari%20Devi%20temple%20%286133397196%29.jpg?width=640,CC BY 2.0,"Varun Shiv Kapur from New Delhi, India",,N-HP-7
Q56947576,Himachal Pradesh,32.558102,76.125918,"Shri Bansi Gopal Temple, Chamba",,,శ్రీ బన్సి గోపాల్ టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0051723%20Bansi%20Gopala%20temple%2C%20Chamba%2C%20Himachal%20Pradesh%20040.jpg?width=640,,,,,,,Monument of National Importance,,"Bansigopala Temple, Chamba",,http://commons.wikimedia.org/wiki/Special:FilePath/0051723%20Bansi%20Gopala%20temple%2C%20Chamba%2C%20Himachal%20Pradesh%20040.jpg?width=640,CC0,Ms Sarah Welch,,N-HP-8
Q56947753,Himachal Pradesh,32.552847,76.129575,"Chamunda Devi Temple, Chamba",,,శ్రీ చాముండ దేవి టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0051723%20Chamunda%20Devi%20temple%2C%20Chamba%2C%20Himachal%20Pradesh%20007.jpg?width=640,,,,,,,Monument of National Importance; State Protected Monument,,"Chamunda Devi Temple, Chamba",,http://commons.wikimedia.org/wiki/Special:FilePath/0051723%20Chamunda%20Devi%20temple%2C%20Chamba%2C%20Himachal%20Pradesh%20007.jpg?width=640,CC0,Ms Sarah Welch,,N-HP-9; S-HP-1
Q56948132,Himachal Pradesh,32.555833,76.123195,"Hari Rai Temple, Chamba",,,శ్రీ హరి రాయ్ టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0051523%20Hari%20Rai%20temple%2C%20Chamba%2C%20Himachal%20Pradesh%20032.jpg?width=640,,,,,,,Monument of National Importance,,"Harirai Temple, Chamba",,http://commons.wikimedia.org/wiki/Special:FilePath/0051523%20Hari%20Rai%20temple%2C%20Chamba%2C%20Himachal%20Pradesh%20032.jpg?width=640,CC0,Ms Sarah Welch,,N-HP-10
Q56948387,Himachal Pradesh,32.557778,76.124445,"Lakshmi Narayan Group of Temples, Chamba",,,శ్రీ లక్ష్మి నారాయణ్ గ్రూప్ ఆఫ్ టెంపుల్స్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Exterior%20of%20Laxmi%20Narayan%20Temple%201.JPG?width=640,,,,,,,Monument of National Importance,,Shri Lakshmi Narayan Group of Temples,,http://commons.wikimedia.org/wiki/Special:FilePath/Exterior%20of%20Laxmi%20Narayan%20Temple%201.JPG?width=640,CC BY-SA 3.0,Viraat Kothare,,N-HP-11
Q56948690,Himachal Pradesh,32.555833,76.126111,"Sita Ram Temple, Chamba",,,శ్రీ సీత రామ్ టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0051523%20Sita%20Ram%20temple%2C%20Chamba%2C%20Himachal%20Pradesh%20028.jpg?width=640,,,,,,,Monument of National Importance,,"Sitaram Temple, Chamba",,http://commons.wikimedia.org/wiki/Special:FilePath/0051523%20Sita%20Ram%20temple%2C%20Chamba%2C%20Himachal%20Pradesh%20028.jpg?width=640,CC0,Ms Sarah Welch,,N-HP-12
Q56948999,Himachal Pradesh,32.447108,76.375331,"Shakti Devi Temple, Chatrari",,,శ్రీ శక్తి దేవి టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0051623%20Shakti%20Devi%20temple%2C%20Chhatrari%2C%20Himachal%20Pradesh%20010.jpg?width=640,,,,,,,Monument of National Importance,,"Shri Shakti Devi temple, Chamba",,http://commons.wikimedia.org/wiki/Special:FilePath/0051623%20Shakti%20Devi%20temple%2C%20Chhatrari%2C%20Himachal%20Pradesh%20010.jpg?width=640,CC0,Ms Sarah Welch,,N-HP-13
Q56949435,Himachal Pradesh,32.556111,76.125000,"Champavati Temple, Chamba",,,చంపవతి టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0051523%20Champavati%20temple%2C%20Chamba%2C%20Himachal%20Pradesh%20009.jpg?width=640,,,,,,,Monument of National Importance,,"Champavati Temple, Chamba",,http://commons.wikimedia.org/wiki/Special:FilePath/0051523%20Champavati%20temple%2C%20Chamba%2C%20Himachal%20Pradesh%20009.jpg?width=640,CC0,Ms Sarah Welch,,N-HP-5
Q56980167,Himachal Pradesh,31.837154,76.504598,"Narbadeshwar Temple, Sujanpur Tira",,,నర్బదేశ్వర్ టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Narbadeshwar%20Temple%27.JPG?width=640,,,,,,,Monument of National Importance,,Narbadeshwar temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Narbadeshwar%20Temple%27.JPG?width=640,,,,N-HP-14
Q56980697,Himachal Pradesh,31.972500,76.576667,"Ashapuri Mata Temple, Himachal Pradesh",,,ఆషా పూరి టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20views%20of%20the%20Ashapuri%20Mata%20temple%2C%20Ashapur%20Himachal%20Pradesh%2015.jpg?width=640,,,,,,,Monument of National Importance,,"Ashapuri Mata Temple, Himachal Pradesh",,http://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20views%20of%20the%20Ashapuri%20Mata%20temple%2C%20Ashapur%20Himachal%20Pradesh%2015.jpg?width=640,CC0,Ms Sarah Welch,,N-HP-16
Q56982205,Himachal Pradesh,32.050350,76.643390,"Sidhnath Temple, Baijnath",,,సిధ్నాథ్ టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0051423%20Siddhanath%20temple%2C%20Baijnath%20Himachal%20Pradesh%20009.jpg?width=640,,,,,,,Monument of National Importance,,"Siddhanatha Temple, Baijnath Himachal Pradesh",,http://commons.wikimedia.org/wiki/Special:FilePath/0051423%20Siddhanath%20temple%2C%20Baijnath%20Himachal%20Pradesh%20009.jpg?width=640,CC0,Ms Sarah Welch,,N-HP-18
Q56985343,Himachal Pradesh,31.847222,77.164445,"Basheshar Mahadev Temple, Bajaura",बशेशर महादेव टेम्पल,,బషేషర్ మహాదేవ్ టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Panoramic%20view%20of%20the%20temple%20at%20Bajaura.jpg?width=640,,,,,,,Monument of National Importance,,"Bishweshwar Mahadev Temple, Bajaura",,http://commons.wikimedia.org/wiki/Special:FilePath/Panoramic%20view%20of%20the%20temple%20at%20Bajaura.jpg?width=640,,,,N-HP-27
Q56985532,Himachal Pradesh,32.141375,77.178817,"Gauri Shankar Temple, Dasal","गौरी शंकर टेम्पल,दसल",,"గౌరి శంకర్ టెంపుల్,దశల్",,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gauri%20Shankar%20temple%2C%20Dashal%20Himachal%20Pradesh%20024.jpg?width=640,,,,,,,Monument of National Importance,,"Gauri Shankar Temple, Dasal",,http://commons.wikimedia.org/wiki/Special:FilePath/Gauri%20Shankar%20temple%2C%20Dashal%20Himachal%20Pradesh%20024.jpg?width=640,CC0,Ms Sarah Welch,,N-HP-28
Q56985696,Himachal Pradesh,32.198333,77.202667,"Miniature Siva Temple, Jagatsukh","मिनिएचर स्टोन सिवा टेम्पल,जगत्सुख",,"మినియేచర్ స్టోన్ శివ టెంపుల్,జగత్సుఖ్",,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Miniature%20Shiv%20Temple.jpg?width=640,,,,,,,Monument of National Importance,,Miniature Shiva temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Miniature%20Shiv%20Temple.jpg?width=640,CC BY-SA 3.0,Pdhang,,N-HP-29
Q56985970,Himachal Pradesh,32.113055,77.164167,"Gauri Shankar Temple, Nagar","गौरी शंकर टेम्पल,नग्गर",,"గౌరి శంకర్ టెంపుల్,నగ్గర్",,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gauri%20Shankar%20Temple%20Naggar.jpg?width=640,,,,,,,Monument of National Importance,,"Gauri Shankar Temple, Naggar",,http://commons.wikimedia.org/wiki/Special:FilePath/Gauri%20Shankar%20Temple%20Naggar.jpg?width=640,CC BY-SA 4.0,Amohan41,,N-HP-31
Q56987868,Himachal Pradesh,32.727304,76.661402,"Mirkula Devi Temple, Udaipur",मिर्कुला देवी टेम्पल,,మిర్కుల దేవి టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mirkula%20Devi%20Temple.%20HP.jpg?width=640,,,,,,,Monument of National Importance,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mirkula%20Devi%20Temple.%20HP.jpg?width=640,CC BY-SA 4.0,Ajit Kumar Majhi,,N-HP-34
Q56988610,Himachal Pradesh,31.711311,76.935628,"Panchvaktra Temple, Mandi",पंचवक्त्र टेम्पल,,పంచవక్త్ర టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Panchvaktra%20Temple%2C%20Mandi%20%28SIDE%20VIEW%29.jpg?width=640,,,,,,,Monument of National Importance,,"Panchvaktra Temple, Mandi",,http://commons.wikimedia.org/wiki/Special:FilePath/Panchvaktra%20Temple%2C%20Mandi%20%28SIDE%20VIEW%29.jpg?width=640,,,,N-HP-37
Q56988916,Himachal Pradesh,31.712728,76.935930,"Triloknath Temple, Mandi",त्रिलोकनाथ टेम्पल,,త్రిలోకనాథ్ టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Triloknath%20Temple%20Mandi.JPG?width=640,,,,,,,Monument of National Importance,,Triloknath Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Triloknath%20Temple%20Mandi.JPG?width=640,,,,N-HP-38
Q56989059,Himachal Pradesh,31.712750,76.929967,Ardhnareshwar Temple,अर्धनारेश्वर टेम्पल,,అర్ధ్నారేశ్వర్ టెంపుల్,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/AEDHNARISHWAR%20TEMPLE%2C%20MANDI%20%28FRONT%20VIEW%29.jpg?width=640,,,,,,,Monument of National Importance,,"Ardhnarishwar Temple, Mandi",,http://commons.wikimedia.org/wiki/Special:FilePath/AEDHNARISHWAR%20TEMPLE%2C%20MANDI%20%28FRONT%20VIEW%29.jpg?width=640,CC BY-SA 4.0,Aranya Kar,,N-HP-35
